y1,y2,y3,location_1,location_2,location_3,scale_1,rho_12,scale_2,rho_13,rho_23,scale_3,x
0.7296258349655513,-1.6032704719716007,0.20979953389376949,0.9999997161232594,7.799566851001116e-10,1.249733670552442,0.606530659712634,0.7071067811865475,1.8078120503502229,0.00016959577743567864,0.6247762131081458,1.000000082836658,6.783831227508141e-05
0.6983733057105751,-1.9462459681658226,0.2835848477051953,0.9999995863660655,1.3716364152215534e-09,1.249678531523748,0.6065306597126345,0.7071067811865475,1.807846128856088,0.00020471902844935373,0.6247930188614291,1.0000001207004605,8.188761366767494e-05
1.3057738094804663,0.1789163968782295,1.165795847325876,0.9999991102326268,4.325771332675452e-09,1.2495285850674431,0.6065306597126385,0.7071067811865475,1.807938798049704,0.0003002537043915421,0.624838723956545,1.0000002596386066,0.0001201014889748997
1.2708902862297726,3.5740626683107224,3.7018143916253994,0.9999990406183725,4.843016232780068e-09,1.2495104997392756,0.6065306597126393,0.7071067811865475,1.8079499745856398,0.000311778264510099,0.6248442368424516,1.0000002799523997,0.0001247113138858058
0.6577523549272346,-0.09845416911553054,2.093414921451525,0.9999988600444314,6.2720852881280554e-09,1.2494664415265424,0.6065306597126418,0.7071067811865475,1.8079772016534164,0.0003398553418499871,0.6248576672266382,1.0000003326447946,0.0001359421472076905
2.242409284597412,3.4761298861854057,2.030268779797986,0.9999954654852956,4.969234138033206e-08,1.2489364139997652,0.6065306597127662,0.7071067811865475,1.8083046993729224,0.0006778218719423106,0.6250192677104582,1.00000132319489,0.0002711288318223426
1.0846029135078727,1.1981310332679416,1.7691541421043866,0.9999945409000631,6.562365276642977e-08,1.2488331294209143,0.6065306597128258,0.7071067811865475,1.808368507093607,0.0007437221268810177,0.6250507648342902,1.0000015929938457,0.0002974889604510089
1.527974166790477,0.7496676610579759,1.0819987340802804,0.9999852422606375,2.9112337689091936e-07,1.2480829014430075,0.6065306597140394,0.7071067811865475,1.8088318794355183,0.0012228133975104487,0.6252796151588973,1.0000043063905975,0.0004891258465887782
0.5270089587018234,-0.4641061095806792,2.7433001633931737,0.9999808676493323,4.294432136777866e-07,1.2478177591572586,0.6065306597149965,0.7071067811865475,1.808995595843161,0.001392305308146885,0.6253605216549342,1.0000055829297598,0.0005569228429944673
0.9839879751288383,-0.8557147305164752,1.359888368655974,0.999978181291564,5.227966499569865e-07,1.2476699335545778,0.6065306597157067,0.7071067811865475,1.8090868622706047,0.001486842129287551,0.6254056358769441,1.0000063668266208,0.0005947377282400357
1.2959241654029499,1.4878585666051323,2.755384860444026,0.9999484989985665,1.8898606984019278e-06,1.2464246794309952,0.6065306597297566,0.7071067811865475,1.8098553503827346,0.002284328001927493,0.625785844695611,1.0000150283516482,0.0009137343794487496
0.9690943811515574,-0.5909512949241761,1.0149696906070562,0.9999437164649883,2.158234138591597e-06,1.2462629693096108,0.6065306597330845,0.7071067811865475,1.8099551032087668,0.002388038675328744,0.6258352420505859,1.0000164239386216,0.0009552191017097034
0.3088020612355147,-0.9707069131079623,1.0821627935839722,0.9999165217616577,3.890315889449437e-06,1.2454525772712022,0.6065306597576222,0.7071067811865475,1.8104548431346112,0.002908289090888401,0.6260828709798592,1.0000243596346698,0.0011633221960755113
0.7633355926831102,-2.2774450004957334,0.25649178165699915,0.9999039452241377,4.797745326521725e-06,1.2451236725696968,0.6065306597721992,0.7071067811865475,1.8106575885295613,0.0031196835282639975,0.626183411238277,1.0000280296176902,0.001247881507944859
1.147628282204743,1.8657001726633087,1.4764894695446011,0.9998898045734854,5.8900642191073085e-06,1.2447788923406324,0.6065306597910283,0.7071067811865475,1.8108700697847375,0.003341434717279418,0.6262888278476184,1.0000321560419525,0.0013365838357590754
