y,x_true,x_noise1,x_noise2,x_noise3,x_noise4,x_noise5,x_noise6,x_noise7,x_noise8,x_noise9,x_noise10,loc,scale
7.674012447722042,0.9162976806983352,0.5271371228154749,0.6356172498781234,0.4931452441960573,0.34475521836429834,0.576426443643868,0.7902959438506514,0.003593640634790063,0.4457756441552192,0.10177877359092236,0.8204465021844953,10,3
7.247327587354974,0.33573582163080573,0.3941216275561601,0.5383049685042351,0.9912516323383898,0.9636045615188777,0.06946778483688831,0.20185949350707233,0.9605962897185236,0.20016515534371138,0.26541881496086717,0.40467959363013506,10,5
7.4467016513588655,0.36409186478704214,0.3489352783653885,0.2571740853600204,0.38663781015202403,0.7523685602936894,0.2799954996444285,0.7125545854214579,0.019348534289747477,0.559537198394537,0.424546079011634,0.016044851392507553,10,5
2.212708802790053,0.3547830975148827,0.37156836432404816,0.6593416484538466,0.8739681171718985,0.6088408578652889,0.619594395160675,0.4092912282794714,0.016852399799972773,0.2100961827673018,0.7673994766082615,0.7853472293354571,10,5
10.570977103541113,0.4576334562152624,0.5736438827589154,0.9450591059867293,0.4133634876925498,0.07130241533741355,0.39677807316184044,0.08856487483717501,0.7673325939103961,0.6142605196218938,0.18544851196929812,0.6046488613355905,10,5
7.315814855838372,0.7862815517000854,0.4119553917553276,0.5149611195083708,0.7741456869989634,0.11589556350372732,0.6909162560477853,0.7357023677323014,0.322762947762385,0.3372738235630095,0.571894746972248,0.4599904497154057,10,3
12.122174191115759,0.28825511829927564,0.12013998394832015,0.8156028678640723,0.6091318561229855,0.3972601951099932,0.44667118112556636,0.7339858177583665,0.326602634973824,0.2736714978236705,0.37244290439412,0.9469395219348371,10,1
2.5045533639515716,0.3243994298391044,0.6780145694501698,0.45385114569216967,0.424311526119709,0.7115495142061263,0.014908843906596303,0.9200373548083007,0.8370766500011086,0.9608251480385661,0.5511951209045947,0.3776614065282047,10,5
11.429071640602812,0.13454021443612874,0.0032739369198679924,0.5707754162140191,0.5982171159703285,0.8511287041474134,0.5549766267649829,0.3776667225174606,0.7422909119632095,0.18216582806780934,0.7844569350127131,0.7042180141434073,10,1
7.049959572718887,0.701436820672825,0.40870026242919266,0.8395065360236913,0.5066623887978494,0.2036952655762434,0.03909049741923809,0.5302938830573112,0.10719778505153954,0.5744768739677966,0.54719496704638,0.34191422746516764,10,3
19.946745598665636,0.46121657034382224,0.8947989377193153,0.010381307452917099,0.29198268987238407,0.15010286192409694,0.9530775740277022,0.7532554133795202,0.8659362201578915,0.6080614335369319,0.7955978775862604,0.13115633092820644,10,5
17.03794344785246,0.40660786628723145,0.683273488888517,0.8683035934809595,0.4489591845776886,0.3032542569562793,0.7521996216382831,0.5818879469297826,0.08604923263192177,0.478297226363793,0.9242809363640845,0.49100833968259394,10,5
10.511570775289021,0.02079084888100624,0.6278177879285067,0.8616800035815686,0.9584455010481179,0.5704058448318392,0.06257805693894625,0.6339174148160964,0.49306060397066176,0.16377416159957647,0.3244646806269884,0.8351438138633966,10,1
12.023521616849976,0.48542700591497123,0.3769790232181549,0.20979933673515916,0.0671957852318883,0.04456686112098396,0.22261292673647404,0.5282382366713136,0.06207094620913267,0.05491817067377269,0.6265501054003835,0.8581560591701418,10,5
13.148440678966612,0.7547839852049947,0.6226654243655503,0.5220078658312559,8.719426114112139e-4,0.3761828460264951,0.1807132528629154,0.05001174914650619,0.3345956075936556,0.9171772797126323,0.28866281639784575,0.2638401170261204,10,3
9.778260947653024,0.6807090481743217,0.13651973218657076,0.9060350765939802,0.01329468167386949,0.3508533453568816,0.577067515347153,0.7128100388217717,0.5463258693926036,0.26458248775452375,0.34851692290976644,0.03351956559345126,10,1
12.0563340058224,0.9929440161213279,0.4647180817555636,0.8561854925937951,0.7490552561357617,0.7156815729103982,0.8964065278414637,0.5432884530164301,0.8697672144044191,0.4097438903991133,0.10579110751859844,0.7855694468598813,10,3
6.7937862287678925,0.3052347251214087,0.9515801081433892,0.05720698554068804,0.1442789116408676,0.2147760719526559,0.7385018989443779,0.9082722556777298,0.41854743636213243,0.6936978702433407,0.9634692056570202,0.6612883280031383,10,5
10.332584536628966,0.9589600176550448,0.3357918616384268,0.8280327394604683,0.4720058464445174,0.6632053286302835,0.23163271695375443,0.29750374401919544,0.5202599342446774,0.22357541555538774,0.9952798623126,0.5175960154738277,10,3
9.927621338264373,0.3111025341786444,0.05644965497776866,0.7013202456291765,0.1977833507116884,0.2407424438279122,0.6156139587983489,0.586152438307181,0.3791300633456558,0.18939832341857255,0.04651072761043906,0.3047665592748672,10,5
17.261622937866186,0.9883199527394027,0.7837020491715521,0.588778160745278,0.9283226043917239,0.6429632296785712,0.0075195543467998505,0.8368526401463896,0.3210285084787756,0.7537801342550665,0.3166203289292753,0.9559503355994821,10,3
10.502658993948975,0.9252728659193963,0.0029456582851707935,0.23427280015312135,0.6056339314673096,0.06067650951445103,0.5820367843843997,0.5212005632929504,0.31363660865463316,0.6362195620313287,0.40558967646211386,0.5130682911258191,10,3
10.108779611126167,0.13367775571532547,0.8721551699563861,0.5591780657414347,0.7254815557971597,0.6190803342033178,0.8878852617926896,0.8465925781056285,0.8223296029027551,0.28273157053627074,0.5940472870133817,0.9318071531597525,10,1
11.04191067805178,0.2039952257182449,0.3982945478055626,0.05805667699314654,0.8671847279183567,0.25023822975344956,0.07321048411540687,0.12829634826630354,0.394686714746058,0.6575550241395831,0.3660995161626488,0.9053969706874341,10,1
13.625002994843012,0.8013453006278723,0.8668739020358771,0.32310589868575335,0.23535389569588006,0.8070131849963218,0.7233080093283206,0.25951170339249074,0.6108416572678834,0.6015014539007097,0.9674295070581138,0.13660200056619942,10,3
